time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-14 00:00:00+00:00,643,127,98,10
2021-10-15 00:00:00+00:00,623,94,79,10
2021-10-16 00:00:00+00:00,635,93,8,4
2021-10-17 00:00:00+00:00,639,91,20,4
2021-10-18 00:00:00+00:00,736,94,42,6
2021-10-19 00:00:00+00:00,606,114,38,13
2021-10-20 00:00:00+00:00,731,103,700,13
2021-10-21 00:00:00+00:00,943,118,306,14
2021-10-22 00:00:00+00:00,2344,117,714,14
2021-10-23 00:00:00+00:00,1703,126,160,7
2021-10-24 00:00:00+00:00,748,95,49,6
2021-10-25 00:00:00+00:00,144,63,82,9
2021-10-26 00:00:00+00:00,617,124,56,13
2021-10-27 00:00:00+00:00,212,69,64,12
