referrer,views_total,views_unique
github.com,277,43
Google,182,44
DuckDuckGo,13,3
ease-lab.github.io,8,7
homepages.inf.ed.ac.uk,8,7
pkg.go.dev,4,2
issues.amazon.com,3,2
githubhot.com,2,2
Yahoo,1,1
cloudlab.us,1,1
