time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-03-05 00:00:00+00:00,2654,128,104,23
2021-03-06 00:00:00+00:00,2721,116,6,5
2021-03-07 00:00:00+00:00,2709,100,44,5
2021-03-08 00:00:00+00:00,2152,100,155,6
2021-03-09 00:00:00+00:00,2104,116,251,18
2021-03-10 00:00:00+00:00,1952,133,84,7
2021-03-11 00:00:00+00:00,1705,120,249,7
2021-03-12 00:00:00+00:00,2461,120,48,9
2021-03-13 00:00:00+00:00,3096,123,107,8
2021-03-14 00:00:00+00:00,2994,118,28,6
2021-03-15 00:00:00+00:00,2179,98,44,14
2021-03-16 00:00:00+00:00,2084,118,77,12
2021-03-17 00:00:00+00:00,3006,128,153,9
2021-03-18 00:00:00+00:00,3004,141,208,14
