referrer,views_total,views_unique
github.com,71,19
t.co,20,14
Google,15,12
ease-lab.github.io,6,2
DuckDuckGo,3,1
homepages.inf.ed.ac.uk,2,2
com.google.android.gm,2,2
mail.google.com,1,1
