time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-01 00:00:00+00:00,2,2,58,11
2022-05-02 00:00:00+00:00,249,67,219,12
2022-05-03 00:00:00+00:00,103,60,193,10
2022-05-04 00:00:00+00:00,40,25,49,21
2022-05-05 00:00:00+00:00,61,15,215,15
2022-05-06 00:00:00+00:00,43,14,155,22
2022-05-07 00:00:00+00:00,41,19,60,14
2022-05-08 00:00:00+00:00,32,23,115,15
2022-05-09 00:00:00+00:00,429,102,141,22
2022-05-10 00:00:00+00:00,307,98,39,13
2022-05-11 00:00:00+00:00,214,76,86,18
2022-05-12 00:00:00+00:00,141,63,151,23
2022-05-13 00:00:00+00:00,157,49,339,25
2022-05-14 00:00:00+00:00,47,31,77,14
