referrer,views_total,views_unique
github.com,152,33
Google,76,27
youtube.com,11,1
t.co,9,8
homepages.inf.ed.ac.uk,8,6
DuckDuckGo,5,2
ease-lab.github.io,4,2
githubhot.com,2,2
pkg.go.dev,1,1
Bing,1,1
