referrer,views_total,views_unique
Google,243,44
github.com,80,23
DuckDuckGo,26,4
homepages.inf.ed.ac.uk,5,3
confluence.amd.com,4,2
githubmemory.com,2,2
pkg.go.dev,1,1
ease-lab.github.io,1,1
papago.naver.net,1,1
Bing,1,1
