referrer,views_total,views_unique
github.com,33,18
Google,25,20
com.google.android.gm,3,1
Bing,2,2
gatech.webex.com,2,2
news.ycombinator.com,1,1
homepages.inf.ed.ac.uk,1,1
DuckDuckGo,1,1
youtube.com,1,1
