time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-19 00:00:00+00:00,564,145,44,9
2022-02-20 00:00:00+00:00,406,120,46,12
2022-02-21 00:00:00+00:00,294,87,186,21
2022-02-22 00:00:00+00:00,250,102,181,25
2022-02-23 00:00:00+00:00,151,80,241,22
2022-02-24 00:00:00+00:00,42,26,98,22
2022-02-25 00:00:00+00:00,116,62,91,19
2022-02-26 00:00:00+00:00,217,70,34,7
2022-02-27 00:00:00+00:00,206,111,113,17
2022-02-28 00:00:00+00:00,255,87,111,34
2022-03-01 00:00:00+00:00,104,57,121,40
2022-03-02 00:00:00+00:00,97,55,57,18
2022-03-03 00:00:00+00:00,376,103,45,15
2022-03-04 00:00:00+00:00,503,101,102,16
