referrer,views_total,views_unique
github.com,206,34
Google,199,46
ease-lab.github.io,30,10
homepages.inf.ed.ac.uk,11,6
pkg.go.dev,9,3
DuckDuckGo,5,4
githubhot.com,3,2
quip-amazon.com,1,1
ecosia.org,1,1
StartPage,1,1
