referrer,views_total,views_unique
github.com,50,26
Google,26,18
news.ycombinator.com,19,16
t.co,6,4
homepages.inf.ed.ac.uk,5,4
ease-lab.github.io,4,3
dl.acm.org,2,1
Bing,2,1
web.inf.ed.ac.uk,1,1
github-help-wanted.com,1,1
