time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-13 00:00:00+00:00,440,125,124,13
2022-06-14 00:00:00+00:00,296,90,161,12
2022-06-15 00:00:00+00:00,333,116,150,11
2022-06-16 00:00:00+00:00,943,127,62,17
2022-06-17 00:00:00+00:00,521,123,12,9
2022-06-18 00:00:00+00:00,159,75,13,7
2022-06-19 00:00:00+00:00,1293,147,14,8
2022-06-20 00:00:00+00:00,1281,140,16,5
2022-06-21 00:00:00+00:00,713,150,184,9
2022-06-22 00:00:00+00:00,343,109,43,15
2022-06-23 00:00:00+00:00,257,101,142,13
2022-06-24 00:00:00+00:00,891,132,107,12
2022-06-25 00:00:00+00:00,426,115,75,9
2022-06-26 00:00:00+00:00,174,82,106,8
