time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-22 00:00:00+00:00,477,127,83,19
2022-03-23 00:00:00+00:00,408,122,54,12
2022-03-24 00:00:00+00:00,281,115,124,32
2022-03-25 00:00:00+00:00,575,134,274,25
2022-03-26 00:00:00+00:00,524,119,45,11
2022-03-27 00:00:00+00:00,419,108,354,15
2022-03-28 00:00:00+00:00,393,117,286,29
2022-03-29 00:00:00+00:00,229,105,43,15
2022-03-30 00:00:00+00:00,266,96,39,19
2022-03-31 00:00:00+00:00,171,79,107,14
2022-04-01 00:00:00+00:00,132,56,187,13
2022-04-02 00:00:00+00:00,163,37,182,17
2022-04-03 00:00:00+00:00,44,26,144,14
2022-04-04 00:00:00+00:00,184,69,283,30
