referrer,views_total,views_unique
github.com,50,27
Google,21,14
t.co,7,6
homepages.inf.ed.ac.uk,7,4
DuckDuckGo,4,2
news.ycombinator.com,3,1
Bing,2,2
oss.navercorp.com,1,1
goodfirstissues.com,1,1
