time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-05-02 00:00:00+00:00,37,28,49,7
2021-05-03 00:00:00+00:00,315,79,122,18
2021-05-04 00:00:00+00:00,346,84,348,10
2021-05-05 00:00:00+00:00,271,82,45,17
2021-05-06 00:00:00+00:00,249,70,39,13
2021-05-07 00:00:00+00:00,210,65,73,15
2021-05-08 00:00:00+00:00,124,57,7,6
2021-05-09 00:00:00+00:00,171,58,8,5
2021-05-10 00:00:00+00:00,248,64,50,13
2021-05-11 00:00:00+00:00,325,87,170,15
2021-05-12 00:00:00+00:00,490,135,110,12
2021-05-13 00:00:00+00:00,616,116,137,16
2021-05-14 00:00:00+00:00,540,102,47,15
2021-05-15 00:00:00+00:00,300,75,18,5
