referrer,views_total,views_unique
github.com,150,34
Google,70,27
t.co,14,13
youtube.com,11,1
homepages.inf.ed.ac.uk,9,7
ease-lab.github.io,5,3
DuckDuckGo,5,2
pkg.go.dev,3,3
overleaf.com,1,1
Bing,1,1
