time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-05-10 00:00:00+00:00,237,62,49,12
2021-05-11 00:00:00+00:00,325,87,170,15
2021-05-12 00:00:00+00:00,490,135,110,12
2021-05-13 00:00:00+00:00,616,116,137,16
2021-05-14 00:00:00+00:00,540,102,47,15
2021-05-15 00:00:00+00:00,300,75,18,5
2021-05-16 00:00:00+00:00,81,38,10,7
2021-05-17 00:00:00+00:00,557,96,32,13
2021-05-18 00:00:00+00:00,509,109,34,15
2021-05-19 00:00:00+00:00,804,126,22,10
2021-05-20 00:00:00+00:00,1280,132,194,8
2021-05-21 00:00:00+00:00,1245,148,23,5
2021-05-22 00:00:00+00:00,1504,143,118,9
2021-05-23 00:00:00+00:00,1882,146,23,4
