url_path,views_total,views_unique
/ease-lab/vSwarm-u,31,10
/ease-lab/vSwarm-u/issues,23,5
/ease-lab/vSwarm-u/pulls,14,3
/ease-lab/vSwarm-u/issues/53,9,4
/ease-lab/vSwarm-u/actions,8,1
/ease-lab/vSwarm-u/issues/58,6,3
/ease-lab/vSwarm-u/milestones,6,2
/ease-lab/vSwarm-u/search,6,1
/ease-lab/vSwarm-u/runs/8087783921,4,2
/ease-lab/vSwarm-u/projects,4,1
