url_path,views_total,views_unique
/ease-lab/vSwarm-u,53,9
/ease-lab/vSwarm-u/actions,40,1
/ease-lab/vSwarm-u/issues,29,6
/ease-lab/vSwarm-u/issues/53,23,4
/ease-lab/vSwarm-u/pulls,21,2
/ease-lab/vSwarm-u/pull/52,14,1
/ease-lab/vSwarm-u/actions/workflows/create_base_disk_self_hosted.yml,10,1
/ease-lab/vSwarm-u/pull/52/checks,9,1
/ease-lab/vSwarm-u/actions/workflows/create_base_disk.yml,7,1
/ease-lab/vSwarm-u/runs/8040857382,7,1
