time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-16 00:00:00+00:00,10,10,50,3
2025-12-17 00:00:00+00:00,7,6,2,2
2025-12-18 00:00:00+00:00,6,6,2,2
2025-12-19 00:00:00+00:00,6,6,22,3
2025-12-20 00:00:00+00:00,13,8,2,2
2025-12-21 00:00:00+00:00,4,4,1,1
2025-12-22 00:00:00+00:00,3,3,22,6
2025-12-23 00:00:00+00:00,9,9,5,3
2025-12-24 00:00:00+00:00,3,3,6,4
2025-12-25 00:00:00+00:00,4,4,3,3
2025-12-26 00:00:00+00:00,2,2,6,5
2025-12-27 00:00:00+00:00,7,7,5,3
2025-12-28 00:00:00+00:00,4,4,16,2
2025-12-29 00:00:00+00:00,11,11,4,4
