referrer,views_total,views_unique
Google,362,15
github.com,172,9
Bing,4,2
vhive-serverless.github.io,2,2
yandex.ru,1,1
ease-lab.github.io,1,1
DuckDuckGo,1,1
statics.teams.cdn.office.net,1,1
