url_path,views_total,views_unique
/vhive-serverless/vSwarm/tree/main/benchmarks,232,22
/vhive-serverless/vSwarm,81,34
/vhive-serverless/vSwarm/tree/main/benchmarks/video-analytics,69,8
/vhive-serverless/vSwarm/tree/main/benchmarks/online-shop,65,9
/vhive-serverless/vSwarm/tree/main/benchmarks/hotel-app,57,9
/vhive-serverless/vSwarm/tree/main/benchmarks/aes,54,7
/vhive-serverless/vSwarm/tree/main/benchmarks/stacking-training,45,4
/vhive-serverless/vSwarm/tree/main/benchmarks/map-reduce,43,7
/vhive-serverless/vSwarm/tree/main/benchmarks/fibonacci,40,3
/vhive-serverless/vSwarm/tree/main,19,9
