time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-25 00:00:00+00:00,1.0,1.0,57,6
2024-09-26 00:00:00+00:00,,,14,5
2024-09-27 00:00:00+00:00,,,17,6
2024-09-28 00:00:00+00:00,,,5,3
2024-09-29 00:00:00+00:00,454.0,2.0,9,4
2024-09-30 00:00:00+00:00,126.0,2.0,124,6
2024-10-01 00:00:00+00:00,,,35,5
2024-10-02 00:00:00+00:00,3.0,2.0,18,4
2024-10-03 00:00:00+00:00,2.0,1.0,2,1
2024-10-04 00:00:00+00:00,2.0,2.0,65,6
2024-10-05 00:00:00+00:00,,,17,2
2024-10-06 00:00:00+00:00,240.0,4.0,8,5
2024-10-07 00:00:00+00:00,577.0,3.0,26,5
2024-10-08 00:00:00+00:00,2.0,1.0,7,5
