url_path,views_total,views_unique
/vhive-serverless/vSwarm/tree/main/benchmarks,134,24
/vhive-serverless/vSwarm/tree/main/benchmarks/gptj,62,6
/vhive-serverless/vSwarm/tree/main/benchmarks/hotel-app,48,8
/vhive-serverless/vSwarm/tree/main/benchmarks/online-shop,43,7
/vhive-serverless/vSwarm/tree/main/benchmarks/fibonacci,42,8
/vhive-serverless/vSwarm,36,27
/vhive-serverless/vSwarm/tree/main/benchmarks/video-analytics,32,6
/vhive-serverless/vSwarm/tree/main/benchmarks/gptj/python,32,3
/vhive-serverless/vSwarm/tree/main/benchmarks/aes,30,8
/vhive-serverless/vSwarm/tree/main,17,8
