time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-04 00:00:00+00:00,2136,155,170,6
2022-11-05 00:00:00+00:00,1396,146,33,2
2022-11-06 00:00:00+00:00,1763,127,305,2
2022-11-07 00:00:00+00:00,1560,133,10,4
2022-11-08 00:00:00+00:00,1450,117,102,11
2022-11-09 00:00:00+00:00,305,115,160,6
2022-11-10 00:00:00+00:00,219,80,125,7
2022-11-11 00:00:00+00:00,376,93,101,6
2022-11-12 00:00:00+00:00,321,110,48,2
2022-11-13 00:00:00+00:00,900,88,57,3
2022-11-14 00:00:00+00:00,1180,121,21,8
2022-11-15 00:00:00+00:00,649,146,180,7
2022-11-16 00:00:00+00:00,886,146,121,9
2022-11-17 00:00:00+00:00,890,124,114,6
