time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-28 00:00:00+00:00,180,103,9.0,2.0
2022-12-29 00:00:00+00:00,68,47,7.0,1.0
2022-12-30 00:00:00+00:00,194,113,6.0,2.0
2022-12-31 00:00:00+00:00,235,112,7.0,3.0
2023-01-01 00:00:00+00:00,197,100,7.0,2.0
2023-01-02 00:00:00+00:00,306,109,,
2023-01-03 00:00:00+00:00,227,127,19.0,4.0
2023-01-04 00:00:00+00:00,111,70,47.0,6.0
2023-01-05 00:00:00+00:00,59,32,25.0,7.0
2023-01-06 00:00:00+00:00,259,118,3.0,2.0
2023-01-07 00:00:00+00:00,508,154,4.0,2.0
2023-01-08 00:00:00+00:00,696,148,3.0,2.0
2023-01-09 00:00:00+00:00,909,206,13.0,6.0
2023-01-10 00:00:00+00:00,583,167,2.0,1.0
