time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-17 00:00:00+00:00,1714,68,116,4
2022-10-18 00:00:00+00:00,1298,147,140,7
2022-10-19 00:00:00+00:00,2290,157,91,9
2022-10-20 00:00:00+00:00,1106,148,25,5
2022-10-21 00:00:00+00:00,824,135,50,7
2022-10-22 00:00:00+00:00,483,115,44,4
2022-10-23 00:00:00+00:00,289,103,17,2
2022-10-24 00:00:00+00:00,1581,100,200,9
2022-10-25 00:00:00+00:00,190,86,113,8
2022-10-26 00:00:00+00:00,161,77,19,3
2022-10-27 00:00:00+00:00,223,77,109,7
2022-10-28 00:00:00+00:00,738,138,96,4
2022-10-29 00:00:00+00:00,790,140,21,3
2022-10-30 00:00:00+00:00,554,130,9,5
