time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-18 00:00:00+00:00,1051,217,257,5
2023-01-19 00:00:00+00:00,483,178,61,4
2023-01-20 00:00:00+00:00,687,132,77,9
2023-01-21 00:00:00+00:00,952,148,46,2
2023-01-22 00:00:00+00:00,539,162,20,1
2023-01-23 00:00:00+00:00,1081,201,111,4
2023-01-24 00:00:00+00:00,684,200,41,11
2023-01-25 00:00:00+00:00,492,160,9,7
2023-01-26 00:00:00+00:00,300,127,81,6
2023-01-27 00:00:00+00:00,160,80,30,4
2023-01-28 00:00:00+00:00,116,63,21,1
2023-01-29 00:00:00+00:00,481,163,21,2
2023-01-30 00:00:00+00:00,2056,212,78,4
2023-01-31 00:00:00+00:00,1362,232,90,6
