time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,475,162,21.0,2.0
2023-01-30 00:00:00+00:00,2056,212,78.0,4.0
2023-01-31 00:00:00+00:00,1436,238,90.0,6.0
2023-02-01 00:00:00+00:00,1739,230,13.0,5.0
2023-02-02 00:00:00+00:00,1164,216,16.0,7.0
2023-02-03 00:00:00+00:00,413,149,29.0,5.0
2023-02-04 00:00:00+00:00,239,111,4.0,1.0
2023-02-05 00:00:00+00:00,181,89,,
2023-02-06 00:00:00+00:00,1035,192,24.0,4.0
2023-02-07 00:00:00+00:00,725,194,15.0,8.0
2023-02-08 00:00:00+00:00,654,178,60.0,4.0
2023-02-09 00:00:00+00:00,432,165,19.0,8.0
2023-02-10 00:00:00+00:00,198,96,10.0,4.0
2023-02-11 00:00:00+00:00,115,63,,
