referrer,views_total,views_unique
Google,128,13
github.com,21,8
vhive-serverless.github.io,6,1
chatgpt.com,5,1
ustiugov.github.io,3,2
ease-lab.github.io,1,1
Bing,1,1
DuckDuckGo,1,1
