time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-24 00:00:00+00:00,135.0,3.0,42,6
2023-07-25 00:00:00+00:00,107.0,2.0,110,9
2023-07-26 00:00:00+00:00,,,70,3
2023-07-27 00:00:00+00:00,2295.0,70.0,128,10
2023-07-28 00:00:00+00:00,182.0,91.0,270,6
2023-07-29 00:00:00+00:00,52.0,39.0,84,4
2023-07-30 00:00:00+00:00,506.0,110.0,23,2
2023-07-31 00:00:00+00:00,1067.0,201.0,52,11
2023-08-01 00:00:00+00:00,202.0,99.0,312,6
2023-08-02 00:00:00+00:00,701.0,132.0,427,9
2023-08-03 00:00:00+00:00,358.0,153.0,47,6
2023-08-04 00:00:00+00:00,285.0,103.0,65,3
2023-08-05 00:00:00+00:00,359.0,134.0,4,1
2023-08-06 00:00:00+00:00,647.0,160.0,10,4
