time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-08 00:00:00+00:00,8,5,4,3
2024-02-09 00:00:00+00:00,965,73,62,7
2024-02-10 00:00:00+00:00,216,110,52,5
2024-02-11 00:00:00+00:00,64,37,59,3
2024-02-12 00:00:00+00:00,986,60,18,9
2024-02-13 00:00:00+00:00,36,20,161,5
2024-02-14 00:00:00+00:00,10,5,67,5
2024-02-15 00:00:00+00:00,2,1,115,5
2024-02-16 00:00:00+00:00,12,5,38,5
2024-02-17 00:00:00+00:00,13,13,11,2
2024-02-18 00:00:00+00:00,2,1,20,2
2024-02-19 00:00:00+00:00,385,7,14,4
2024-02-20 00:00:00+00:00,16,8,15,6
2024-02-21 00:00:00+00:00,13,7,100,6
