time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-20 00:00:00+00:00,,,10,8
2024-12-21 00:00:00+00:00,,,9,5
2024-12-22 00:00:00+00:00,,,7,6
2024-12-23 00:00:00+00:00,237.0,12.0,102,8
2024-12-24 00:00:00+00:00,6.0,4.0,52,6
2024-12-25 00:00:00+00:00,52.0,7.0,29,8
2024-12-26 00:00:00+00:00,1.0,1.0,9,6
2024-12-27 00:00:00+00:00,5.0,3.0,7,4
2024-12-28 00:00:00+00:00,,,8,3
2024-12-29 00:00:00+00:00,,,6,4
2024-12-30 00:00:00+00:00,22.0,6.0,32,7
2024-12-31 00:00:00+00:00,5.0,3.0,23,2
2025-01-01 00:00:00+00:00,2.0,2.0,8,5
2025-01-02 00:00:00+00:00,3.0,3.0,8,3
