time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,102,33,62,6
2026-02-04 00:00:00+00:00,69,48,12,6
2026-02-05 00:00:00+00:00,103,77,27,5
2026-02-06 00:00:00+00:00,36,35,13,9
2026-02-07 00:00:00+00:00,40,31,5,4
2026-02-08 00:00:00+00:00,46,32,6,4
2026-02-09 00:00:00+00:00,303,100,21,9
2026-02-10 00:00:00+00:00,39,15,17,7
2026-02-11 00:00:00+00:00,17,14,17,7
2026-02-12 00:00:00+00:00,80,16,47,7
2026-02-13 00:00:00+00:00,118,51,18,5
2026-02-14 00:00:00+00:00,48,42,15,4
2026-02-15 00:00:00+00:00,88,42,2,2
2026-02-16 00:00:00+00:00,171,29,4,2
