time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-01 00:00:00+00:00,177,104,14.0,9.0
2025-08-02 00:00:00+00:00,178,98,9.0,6.0
2025-08-03 00:00:00+00:00,100,63,,
2025-08-04 00:00:00+00:00,114,55,12.0,8.0
2025-08-05 00:00:00+00:00,228,115,11.0,7.0
2025-08-06 00:00:00+00:00,152,92,4.0,3.0
2025-08-07 00:00:00+00:00,146,78,9.0,5.0
2025-08-08 00:00:00+00:00,135,84,11.0,9.0
2025-08-09 00:00:00+00:00,88,62,5.0,4.0
2025-08-10 00:00:00+00:00,90,64,29.0,7.0
2025-08-11 00:00:00+00:00,257,110,3.0,2.0
2025-08-12 00:00:00+00:00,276,147,7.0,3.0
2025-08-13 00:00:00+00:00,292,131,11.0,6.0
2025-08-14 00:00:00+00:00,41,35,3.0,2.0
