time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,41,39,35,26
2026-05-13 00:00:00+00:00,18,16,19,7
2026-05-14 00:00:00+00:00,3,3,16,14
2026-05-15 00:00:00+00:00,58,19,8,6
2026-05-16 00:00:00+00:00,48,12,11,8
2026-05-17 00:00:00+00:00,12,10,7,6
2026-05-18 00:00:00+00:00,34,11,7,6
2026-05-19 00:00:00+00:00,18,15,9,7
2026-05-20 00:00:00+00:00,22,22,12,7
2026-05-21 00:00:00+00:00,47,23,7,7
2026-05-22 00:00:00+00:00,29,26,24,8
2026-05-23 00:00:00+00:00,50,48,15,7
2026-05-24 00:00:00+00:00,140,72,5,5
2026-05-25 00:00:00+00:00,55,17,8,6
