time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-17 00:00:00+00:00,240,129,160.0,18.0
2023-02-18 00:00:00+00:00,380,148,5.0,2.0
2023-02-19 00:00:00+00:00,360,158,33.0,8.0
2023-02-20 00:00:00+00:00,373,124,259.0,17.0
2023-02-21 00:00:00+00:00,139,71,145.0,17.0
2023-02-22 00:00:00+00:00,267,140,179.0,26.0
2023-02-23 00:00:00+00:00,770,223,448.0,34.0
2023-02-24 00:00:00+00:00,586,189,158.0,26.0
2023-02-25 00:00:00+00:00,540,180,123.0,13.0
2023-02-26 00:00:00+00:00,145,82,105.0,13.0
2023-02-27 00:00:00+00:00,808,197,609.0,30.0
2023-02-28 00:00:00+00:00,742,186,438.0,22.0
2023-03-01 00:00:00+00:00,464,163,219.0,27.0
2023-03-02 00:00:00+00:00,319,128,161.0,20.0
2023-03-03 00:00:00+00:00,6,6,,
