referrer,views_total,views_unique
github.com,155,24
Google,127,26
vhive-serverless.github.io,34,4
ustiugov.github.io,12,8
Bing,9,5
dl.acm.org,6,1
koreapas.com,3,1
higrad.net,2,2
DuckDuckGo,2,1
linkedin.com,2,1
