time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-11 00:00:00+00:00,98,62,25,12
2024-06-12 00:00:00+00:00,41,27,31,10
2024-06-13 00:00:00+00:00,24,5,86,9
2024-06-14 00:00:00+00:00,40,22,73,6
2024-06-15 00:00:00+00:00,3,3,29,6
2024-06-16 00:00:00+00:00,10,7,9,3
2024-06-17 00:00:00+00:00,35,4,20,10
2024-06-18 00:00:00+00:00,9,7,19,5
2024-06-19 00:00:00+00:00,51,27,4,4
2024-06-20 00:00:00+00:00,100,65,107,6
2024-06-21 00:00:00+00:00,64,40,39,9
2024-06-22 00:00:00+00:00,10,8,9,3
2024-06-23 00:00:00+00:00,11,11,8,2
2024-06-24 00:00:00+00:00,23,7,46,10
