referrer,views_total,views_unique
Google,113,24
github.com,92,20
vhive-serverless.github.io,33,3
Bing,9,5
youtube.com,7,1
DuckDuckGo,5,1
higrad.net,3,3
ustiugov.github.io,3,3
hongyu.nl,2,2
mail.google.com,2,1
