referrer,views_total,views_unique
Google,250,39
github.com,131,23
vhive-serverless.github.io,14,3
youtube.com,5,2
intelonaws.medium.com,2,1
ease-lab.github.io,1,1
ustiugov.github.io,1,1
Bing,1,1
DuckDuckGo,1,1
Yahoo,1,1
