time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-08 00:00:00+00:00,252,134,1,1
2025-10-09 00:00:00+00:00,225,134,47,15
2025-10-10 00:00:00+00:00,262,135,12,8
2025-10-11 00:00:00+00:00,162,92,26,3
2025-10-12 00:00:00+00:00,83,45,32,11
2025-10-13 00:00:00+00:00,271,117,52,16
2025-10-14 00:00:00+00:00,312,153,43,8
2025-10-15 00:00:00+00:00,175,99,41,9
2025-10-16 00:00:00+00:00,62,25,12,9
2025-10-17 00:00:00+00:00,40,33,11,8
2025-10-18 00:00:00+00:00,78,50,27,11
2025-10-19 00:00:00+00:00,98,57,15,8
2025-10-20 00:00:00+00:00,271,108,21,8
2025-10-21 00:00:00+00:00,140,102,10,8
