referrer,views_total,views_unique
github.com,33,16
Google,30,12
homepages.inf.ed.ac.uk,3,2
DuckDuckGo,3,1
t.co,1,1
vhive-serverless.github.io,1,1
news.ycombinator.com,1,1
Bing,1,1
Yahoo,1,1
