time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-08 00:00:00+00:00,116,62,5,4
2025-11-09 00:00:00+00:00,93,66,33,10
2025-11-10 00:00:00+00:00,955,346,20,8
2025-11-11 00:00:00+00:00,786,273,18,15
2025-11-12 00:00:00+00:00,274,161,37,9
2025-11-13 00:00:00+00:00,31,20,13,10
2025-11-14 00:00:00+00:00,25,22,30,12
2025-11-15 00:00:00+00:00,21,19,18,6
2025-11-16 00:00:00+00:00,28,27,5,4
2025-11-17 00:00:00+00:00,577,188,54,10
2025-11-18 00:00:00+00:00,582,207,38,11
2025-11-19 00:00:00+00:00,1502,288,22,8
2025-11-20 00:00:00+00:00,1700,288,7,2
2025-11-21 00:00:00+00:00,633,229,28,10
