referrer,views_total,views_unique
Google,129,38
github.com,58,20
githubmemory.com,10,2
homepages.inf.ed.ac.uk,4,3
youtube.com,4,2
ustiugov.github.io,2,2
DuckDuckGo,1,1
bytemeta.vip,1,1
epfl.ch,1,1
t.co,1,1
