referrer,views_total,views_unique
github.com,197,25
Google,95,24
t.co,30,1
DuckDuckGo,14,2
ustiugov.github.io,12,6
dl.acm.org,6,1
Bing,5,3
koreapas.com,3,1
vhive-serverless.github.io,2,2
linkedin.com,2,1
