time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-05 00:00:00+00:00,135,87,30,7
2023-01-06 00:00:00+00:00,408,157,86,14
2023-01-07 00:00:00+00:00,518,182,20,7
2023-01-08 00:00:00+00:00,392,185,34,10
2023-01-09 00:00:00+00:00,274,169,49,14
2023-01-10 00:00:00+00:00,303,150,28,8
2023-01-11 00:00:00+00:00,445,187,22,13
2023-01-12 00:00:00+00:00,507,187,88,26
2023-01-13 00:00:00+00:00,386,143,39,11
2023-01-14 00:00:00+00:00,987,193,10,6
2023-01-15 00:00:00+00:00,1458,207,4,3
2023-01-16 00:00:00+00:00,1527,216,25,8
2023-01-17 00:00:00+00:00,1547,234,148,11
2023-01-18 00:00:00+00:00,915,231,283,17
