time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-10 00:00:00+00:00,226,115,50,13
2023-05-11 00:00:00+00:00,55,45,132,16
2023-05-12 00:00:00+00:00,14,9,123,8
2023-05-13 00:00:00+00:00,162,87,55,5
2023-05-14 00:00:00+00:00,131,77,59,5
2023-05-15 00:00:00+00:00,260,146,67,15
2023-05-16 00:00:00+00:00,501,199,57,13
2023-05-17 00:00:00+00:00,656,201,196,19
2023-05-18 00:00:00+00:00,748,204,198,11
2023-05-19 00:00:00+00:00,465,170,143,18
2023-05-20 00:00:00+00:00,157,100,114,10
2023-05-21 00:00:00+00:00,166,89,26,7
2023-05-22 00:00:00+00:00,456,151,258,18
2023-05-23 00:00:00+00:00,469,169,277,15
