referrer,views_total,views_unique
github.com,114,15
Google,77,18
DuckDuckGo,59,1
ustiugov.github.io,19,3
vhive-serverless.github.io,5,2
search.brave.com,3,1
perplexity.ai,2,1
m.sogou.com,1,1
github.imc.re,1,1
Bing,1,1
