referrer,views_total,views_unique
github.com,123,11
Google,104,9
com.google.android.gm,6,1
mail.google.com,4,1
higrad.net,3,3
yandex.ru,2,1
pkg.go.dev,2,1
dl-acm-org.proxy.library.emory.edu,1,1
