time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,454,136,175,9
2026-04-25 00:00:00+00:00,479,114,125,5
2026-04-26 00:00:00+00:00,411,74,54,8
2026-04-27 00:00:00+00:00,68,49,27,4
2026-04-28 00:00:00+00:00,36,16,16,7
2026-04-29 00:00:00+00:00,20,20,12,7
2026-04-30 00:00:00+00:00,6,6,19,6
2026-05-01 00:00:00+00:00,30,10,40,9
2026-05-02 00:00:00+00:00,27,23,22,11
2026-05-03 00:00:00+00:00,12,8,20,14
2026-05-04 00:00:00+00:00,132,63,7,5
2026-05-05 00:00:00+00:00,65,18,13,7
2026-05-06 00:00:00+00:00,20,18,17,9
2026-05-07 00:00:00+00:00,58,37,23,8
