time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-24 00:00:00+00:00,314,154,22,10
2026-07-25 00:00:00+00:00,73,46,3,3
2026-07-26 00:00:00+00:00,106,38,25,10
2026-07-27 00:00:00+00:00,322,61,30,9
2026-07-28 00:00:00+00:00,114,53,12,6
2026-07-29 00:00:00+00:00,307,118,30,11
2026-07-30 00:00:00+00:00,24,20,61,34
2026-07-31 00:00:00+00:00,76,39,13,9
2026-08-01 00:00:00+00:00,131,69,11,3
2026-08-02 00:00:00+00:00,67,56,10,10
2026-08-03 00:00:00+00:00,166,70,130,80
2026-08-04 00:00:00+00:00,62,54,41,40
2026-08-05 00:00:00+00:00,29,28,23,20
2026-08-06 00:00:00+00:00,34,20,17,10
