referrer,views_total,views_unique
github.com,155,21
Google,77,28
linkedin.com,6,1
com.google.android.gm,6,1
project-archive.inf.ed.ac.uk,3,1
cn.bing.com,2,2
yandex.ru,2,1
wintercg.org,1,1
higrad.net,1,1
t.co,1,1
