referrer,views_total,views_unique
github.com,138,20
Google,108,28
ustiugov.github.io,10,3
smartdataconf.ru,7,5
vhive-serverless.github.io,5,2
pkg.go.dev,4,2
youtube.com,4,1
m.sogou.com,3,2
Bing,2,2
github-wiki-see.page,2,2
