time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-26 00:00:00+00:00,,,2,2
2025-02-27 00:00:00+00:00,1.0,1.0,4,4
2025-02-28 00:00:00+00:00,7.0,4.0,6,2
2025-03-01 00:00:00+00:00,2.0,2.0,6,1
2025-03-02 00:00:00+00:00,2.0,2.0,10,3
2025-03-03 00:00:00+00:00,23.0,4.0,35,8
2025-03-04 00:00:00+00:00,,,2,1
2025-03-05 00:00:00+00:00,,,1,1
2025-03-06 00:00:00+00:00,13.0,4.0,5,3
2025-03-07 00:00:00+00:00,1.0,1.0,3,1
2025-03-08 00:00:00+00:00,6.0,5.0,14,3
2025-03-09 00:00:00+00:00,6.0,5.0,34,3
2025-03-10 00:00:00+00:00,28.0,6.0,58,4
2025-03-11 00:00:00+00:00,6.0,4.0,4,1
