time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-02 00:00:00+00:00,10.0,7.0,49,7
2023-03-03 00:00:00+00:00,4.0,2.0,44,5
2023-03-04 00:00:00+00:00,1.0,1.0,3,1
2023-03-05 00:00:00+00:00,,,8,4
2023-03-06 00:00:00+00:00,19.0,2.0,3,3
2023-03-07 00:00:00+00:00,10.0,2.0,24,4
2023-03-08 00:00:00+00:00,3.0,3.0,13,3
2023-03-09 00:00:00+00:00,1.0,1.0,25,2
2023-03-10 00:00:00+00:00,17.0,4.0,59,1
2023-03-12 00:00:00+00:00,,,9,3
2023-03-13 00:00:00+00:00,22.0,4.0,46,3
2023-03-14 00:00:00+00:00,,,9,2
2023-03-15 00:00:00+00:00,,,4,4
