time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-10 00:00:00+00:00,1.0,1.0,,
2024-02-11 00:00:00+00:00,,,1.0,1.0
2024-02-12 00:00:00+00:00,21.0,2.0,3.0,2.0
2024-02-13 00:00:00+00:00,,,124.0,3.0
2024-02-14 00:00:00+00:00,,,1.0,1.0
2024-02-15 00:00:00+00:00,3.0,2.0,13.0,3.0
2024-02-16 00:00:00+00:00,,,23.0,4.0
2024-02-17 00:00:00+00:00,2.0,2.0,51.0,4.0
2024-02-18 00:00:00+00:00,,,5.0,2.0
2024-02-19 00:00:00+00:00,18.0,3.0,2.0,1.0
2024-02-20 00:00:00+00:00,,,46.0,3.0
2024-02-21 00:00:00+00:00,1.0,1.0,29.0,4.0
2024-02-22 00:00:00+00:00,1.0,1.0,50.0,5.0
2024-02-23 00:00:00+00:00,,,80.0,3.0
