time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-19 00:00:00+00:00,14.0,3.0,51,3
2022-10-20 00:00:00+00:00,,,4,2
2022-10-21 00:00:00+00:00,2.0,2.0,31,4
2022-10-22 00:00:00+00:00,1.0,1.0,5,1
2022-10-23 00:00:00+00:00,,,1,1
2022-10-24 00:00:00+00:00,15.0,3.0,32,7
2022-10-25 00:00:00+00:00,1.0,1.0,5,2
2022-10-26 00:00:00+00:00,,,23,3
2022-10-27 00:00:00+00:00,4.0,2.0,13,3
2022-10-28 00:00:00+00:00,8.0,3.0,18,5
2022-10-29 00:00:00+00:00,,,2,1
2022-10-30 00:00:00+00:00,,,27,2
2022-10-31 00:00:00+00:00,14.0,2.0,11,3
2022-11-01 00:00:00+00:00,4.0,3.0,26,2
