time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-11 00:00:00+00:00,,,31,5
2023-04-12 00:00:00+00:00,,,14,3
2023-04-14 00:00:00+00:00,,,2,2
2023-04-15 00:00:00+00:00,,,24,3
2023-04-16 00:00:00+00:00,,,10,3
2023-04-17 00:00:00+00:00,20.0,3.0,7,3
2023-04-18 00:00:00+00:00,,,1,1
2023-04-19 00:00:00+00:00,1.0,1.0,5,2
2023-04-20 00:00:00+00:00,,,9,3
2023-04-21 00:00:00+00:00,,,1,1
2023-04-22 00:00:00+00:00,1.0,1.0,13,2
2023-04-23 00:00:00+00:00,,,22,1
2023-04-24 00:00:00+00:00,19.0,2.0,1,1
