time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-13 00:00:00+00:00,22.0,4.0,46,3
2023-03-14 00:00:00+00:00,,,9,2
2023-03-15 00:00:00+00:00,,,4,4
2023-03-16 00:00:00+00:00,,,5,3
2023-03-17 00:00:00+00:00,1.0,1.0,10,2
2023-03-18 00:00:00+00:00,1.0,1.0,9,2
2023-03-19 00:00:00+00:00,1.0,1.0,42,4
2023-03-20 00:00:00+00:00,23.0,2.0,2,1
2023-03-21 00:00:00+00:00,1.0,1.0,5,1
2023-03-22 00:00:00+00:00,,,1,1
2023-03-23 00:00:00+00:00,2.0,1.0,6,3
2023-03-24 00:00:00+00:00,2.0,2.0,7,3
2023-03-25 00:00:00+00:00,,,8,2
