time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-09 00:00:00+00:00,19.0,4.0,78,4
2024-09-10 00:00:00+00:00,,,17,1
2024-09-11 00:00:00+00:00,2.0,2.0,3,3
2024-09-12 00:00:00+00:00,,,6,4
2024-09-13 00:00:00+00:00,1.0,1.0,35,6
2024-09-14 00:00:00+00:00,1.0,1.0,1,1
2024-09-15 00:00:00+00:00,1.0,1.0,16,2
2024-09-16 00:00:00+00:00,18.0,4.0,1,1
2024-09-18 00:00:00+00:00,1.0,1.0,1,1
2024-09-19 00:00:00+00:00,,,1,1
2024-09-20 00:00:00+00:00,2.0,2.0,15,4
2024-09-21 00:00:00+00:00,,,10,5
2024-09-22 00:00:00+00:00,,,2,1
