referrer,views_total,views_unique
Google,27,10
vhive-serverless.github.io,19,3
Bing,13,1
github.com,4,3
ustiugov.github.io,3,3
yandex.ru,1,1
ease-lab.github.io,1,1
cn.bing.com,1,1
DuckDuckGo,1,1
