time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-23 00:00:00+00:00,20.0,4.0,16,4
2024-07-24 00:00:00+00:00,17.0,4.0,8,3
2024-07-25 00:00:00+00:00,,,5,4
2024-07-26 00:00:00+00:00,,,1,1
2024-07-27 00:00:00+00:00,1.0,1.0,1,1
2024-07-28 00:00:00+00:00,,,9,8
2024-07-29 00:00:00+00:00,17.0,2.0,2,2
2024-07-30 00:00:00+00:00,,,3,2
2024-07-31 00:00:00+00:00,,,1,1
2024-08-01 00:00:00+00:00,1.0,1.0,12,3
2024-08-02 00:00:00+00:00,,,79,2
2024-08-03 00:00:00+00:00,,,11,4
2024-08-05 00:00:00+00:00,18.0,3.0,10,4
