time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-08 00:00:00+00:00,,,9.0,2.0
2024-06-09 00:00:00+00:00,,,2.0,1.0
2024-06-10 00:00:00+00:00,21.0,2.0,1.0,1.0
2024-06-11 00:00:00+00:00,1.0,1.0,18.0,4.0
2024-06-12 00:00:00+00:00,21.0,4.0,50.0,3.0
2024-06-13 00:00:00+00:00,3.0,3.0,20.0,1.0
2024-06-14 00:00:00+00:00,3.0,2.0,,
2024-06-15 00:00:00+00:00,5.0,1.0,2.0,1.0
2024-06-17 00:00:00+00:00,29.0,2.0,8.0,1.0
2024-06-18 00:00:00+00:00,2.0,2.0,14.0,3.0
2024-06-19 00:00:00+00:00,,,16.0,3.0
2024-06-20 00:00:00+00:00,2.0,2.0,,
2024-06-21 00:00:00+00:00,1.0,1.0,,
